LOC123403204_1	LOC123403204
LOC123426573_1	LOC123426573
LOC123430225_1	LOC123430225
LOC123426575_1	LOC123426575
LOC123426576_1	LOC123426576
LOC123426577_1	LOC123426577
LOC123426579_1	LOC123426579
LOC123426580_1	LOC123426580
LOC123426586_1	LOC123426586
LOC123430232_1	LOC123430232
LOC123426589_1	LOC123426589
LOC123426590_1	LOC123426590
LOC123426591_1	LOC123426591
LOC123430234_2	LOC123430234
LOC123430234_1	LOC123430234
LOC123430235_1	LOC123430235
LOC123426593_1	LOC123426593
LOC123426594_1	LOC123426594
LOC123426595_2	LOC123426595
LOC123426595_1	LOC123426595
LOC123426596_1	LOC123426596
LOC123426598_1	LOC123426598
LOC123426600_1	LOC123426600
LOC123426601_1	LOC123426601
LOC123426602_1	LOC123426602
LOC123426603_1	LOC123426603
LOC123430236_1	LOC123430236
LOC123426605_1	LOC123426605
LOC123426607_1	LOC123426607
LOC123426608_1	LOC123426608
LOC123426606_1	LOC123426606
LOC123426612_1	LOC123426612
LOC123430237_1	LOC123430237
LOC123426617_1	LOC123426617
LOC123426617_2	LOC123426617
LOC123426621_1	LOC123426621
LOC123426621_2	LOC123426621
LOC123426622_1	LOC123426622
LOC123426626_1	LOC123426626
LOC123426628_1	LOC123426628
LOC123426630_1	LOC123426630
LOC123426632_1	LOC123426632
LOC123430245_1	LOC123430245
LOC123426634_1	LOC123426634
LOC123426635_1	LOC123426635
LOC123426636_1	LOC123426636
LOC123430247_1	LOC123430247
LOC123426637_1	LOC123426637
LOC123426639_1	LOC123426639
LOC123426640_1	LOC123426640
LOC123426641_1	LOC123426641
LOC123426642_1	LOC123426642
LOC123426647_1	LOC123426647
LOC123426646_1	LOC123426646
LOC123426645_2	LOC123426645
LOC123426645_1	LOC123426645
LOC123426649_1	LOC123426649
LOC123426652_1	LOC123426652
LOC123426651_1	LOC123426651
LOC123426650_1	LOC123426650
LOC123430248_1	LOC123430248
LOC123430251_1	LOC123430251
LOC123430252_1	LOC123430252
LOC123426655_1	LOC123426655
LOC123426658_1	LOC123426658
LOC123426659_2	LOC123426659
LOC123426659_1	LOC123426659
LOC123430254_1	LOC123430254
LOC123430255_1	LOC123430255
LOC123430256_2	LOC123430256
LOC123430256_1	LOC123430256
LOC123426662_1	LOC123426662
LOC123426661_1	LOC123426661
LOC123426663_1	LOC123426663
LOC123426664_1	LOC123426664
LOC123426667_1	LOC123426667
LOC123426668_1	LOC123426668
LOC123426669_1	LOC123426669
LOC123426670_1	LOC123426670
LOC123426671_1	LOC123426671
LOC123426672_1	LOC123426672
LOC123426674_1	LOC123426674
LOC123428214_1	LOC123428214
LOC123426675_1	LOC123426675
LOC123426676_1	LOC123426676
LOC123426677_1	LOC123426677
LOC123430259_1	LOC123430259
LOC123426680_1	LOC123426680
LOC123426681_1	LOC123426681
LOC123426682_1	LOC123426682
LOC123426686_1	LOC123426686
LOC123430261_1	LOC123430261
LOC123430262_1	LOC123430262
LOC123426687_1	LOC123426687
LOC123426689_1	LOC123426689
LOC123426692_1	LOC123426692
LOC123430263_1	LOC123430263
LOC123430266_1	LOC123430266
LOC123426695_1	LOC123426695
LOC123430268_1	LOC123430268
LOC123430270_1	LOC123430270
LOC123426697_1	LOC123426697
LOC123426697_2	LOC123426697
LOC123430271_1	LOC123430271
LOC123426698_1	LOC123426698
LOC123426700_1	LOC123426700
LOC123426701_1	LOC123426701
LOC123430274_1	LOC123430274
LOC123426702_1	LOC123426702
LOC123426703_1	LOC123426703
LOC123426704_1	LOC123426704
LOC123426705_1	LOC123426705
LOC123426712_1	LOC123426712
LOC123430276_1	LOC123430276
LOC123430278_1	LOC123430278
LOC123426715_1	LOC123426715
LOC123426716_1	LOC123426716
LOC123426717_1	LOC123426717
LOC123426719_1	LOC123426719
LOC123426721_1	LOC123426721
LOC123426722_1	LOC123426722
LOC123426723_1	LOC123426723
LOC123426724_1	LOC123426724
LOC123426725_1	LOC123426725
LOC123426726_1	LOC123426726
LOC123426728_1	LOC123426728
LOC123426730_1	LOC123426730
LOC123426732_1	LOC123426732
LOC123426733_1	LOC123426733
LOC123430285_1	LOC123430285
LOC123426734_1	LOC123426734
LOC123426736_1	LOC123426736
LOC123426735_1	LOC123426735
LOC123426738_1	LOC123426738
LOC123426739_1	LOC123426739
LOC123430287_1	LOC123430287
LOC123430288_1	LOC123430288
LOC123426741_1	LOC123426741
LOC123426742_1	LOC123426742
LOC123426743_1	LOC123426743
LOC123426746_1	LOC123426746
LOC123426744_1	LOC123426744
LOC123430289_1	LOC123430289
LOC123430290_1	LOC123430290
LOC123426748_1	LOC123426748
LOC123426747_1	LOC123426747
LOC123426749_1	LOC123426749
LOC123426750_1	LOC123426750
LOC123426751_1	LOC123426751
LOC123426752_1	LOC123426752
LOC123426753_1	LOC123426753
LOC123426756_1	LOC123426756
LOC123430293_1	LOC123430293
LOC123426758_1	LOC123426758
LOC123426759_1	LOC123426759
LOC123430294_1	LOC123430294
LOC123426761_1	LOC123426761
LOC123430295_1	LOC123430295
LOC123426762_1	LOC123426762
LOC123426764_1	LOC123426764
LOC123426765_1	LOC123426765
LOC123430298_1	LOC123430298
LOC123430299_1	LOC123430299
LOC123430300_1	LOC123430300
LOC123426767_1	LOC123426767
LOC123430301_1	LOC123430301
LOC123426768_1	LOC123426768
LOC123426768_2	LOC123426768
LOC123426772_1	LOC123426772
LOC123426771_1	LOC123426771
LOC123426770_1	LOC123426770
LOC123430303_1	LOC123430303
LOC123426773_1	LOC123426773
LOC123426774_1	LOC123426774
LOC123426775_1	LOC123426775
LOC123426776_1	LOC123426776
LOC123426780_1	LOC123426780
LOC123426777_1	LOC123426777
LOC123430305_1	LOC123430305
LOC123426782_1	LOC123426782
LOC123426783_1	LOC123426783
LOC123426785_1	LOC123426785
LOC123426786_1	LOC123426786
LOC123430307_1	LOC123430307
LOC123426787_1	LOC123426787
LOC123426788_1	LOC123426788
LOC123426789_1	LOC123426789
LOC123426790_1	LOC123426790
LOC123426792_1	LOC123426792
LOC123426793_1	LOC123426793
LOC123426794_1	LOC123426794
LOC123426796_1	LOC123426796
LOC123426797_1	LOC123426797
LOC123426799_2	LOC123426799
LOC123426799_1	LOC123426799
LOC123426800_1	LOC123426800
LOC123430311_1	LOC123430311
LOC123426801_1	LOC123426801
LOC123426802_1	LOC123426802
LOC123430315_1	LOC123430315
LOC123426803_1	LOC123426803
LOC123426805_1	LOC123426805
LOC123426807_1	LOC123426807
LOC123426804_1	LOC123426804
LOC123430318_1	LOC123430318
LOC123430319_1	LOC123430319
LOC123430320_1	LOC123430320
LOC123430325_1	LOC123430325
LOC123426809_1	LOC123426809
LOC123430326_1	LOC123430326
LOC123430327_1	LOC123430327
LOC123430328_1	LOC123430328
LOC123426811_1	LOC123426811
LOC123430329_1	LOC123430329
LOC123426815_1	LOC123426815
LOC123426816_1	LOC123426816
LOC123426818_1	LOC123426818
LOC123430330_1	LOC123430330
LOC123430331_1	LOC123430331
LOC123430332_1	LOC123430332
LOC123426823_1	LOC123426823
LOC123426822_1	LOC123426822
LOC123426825_1	LOC123426825
LOC123426825_2	LOC123426825
LOC123426826_1	LOC123426826
LOC123426828_1	LOC123426828
LOC123426829_1	LOC123426829
LOC123426834_1	LOC123426834
LOC123430337_1	LOC123430337
LOC123426836_1	LOC123426836
LOC123426835_1	LOC123426835
LOC123426837_1	LOC123426837
LOC123426838_1	LOC123426838
LOC123426839_1	LOC123426839
LOC123426840_1	LOC123426840
LOC123426841_1	LOC123426841
LOC123430340_1	LOC123430340
LOC123430341_1	LOC123430341
LOC123430342_1	LOC123430342
LOC123426843_1	LOC123426843
LOC123426847_1	LOC123426847
LOC123426848_1	LOC123426848
LOC123430344_1	LOC123430344
LOC123426849_1	LOC123426849
LOC123426850_1	LOC123426850
LOC123426851_1	LOC123426851
LOC123430346_1	LOC123430346
LOC123426854_1	LOC123426854
LOC123426853_1	LOC123426853
LOC123426855_1	LOC123426855
LOC123426856_2	LOC123426856
LOC123426856_1	LOC123426856
LOC123426858_1	LOC123426858
LOC123426857_1	LOC123426857
LOC123426859_1	LOC123426859
LOC123426861_1	LOC123426861
LOC123430348_1	LOC123430348
LOC123426864_1	LOC123426864
LOC123426863_1	LOC123426863
LOC123426865_1	LOC123426865
LOC123426866_1	LOC123426866
LOC123426868_1	LOC123426868
LOC123426867_1	LOC123426867
LOC123426870_1	LOC123426870
LOC123430351_1	LOC123430351
LOC123426873_1	LOC123426873
LOC123426872_1	LOC123426872
LOC123426874_1	LOC123426874
LOC123426875_1	LOC123426875
LOC123430352_1	LOC123430352
LOC123426876_1	LOC123426876
LOC123430354_1	LOC123430354
LOC123430355_1	LOC123430355
LOC123426878_1	LOC123426878
LOC123426879_1	LOC123426879
LOC123426880_1	LOC123426880
LOC123430356_1	LOC123430356
LOC123426881_1	LOC123426881
LOC123430357_1	LOC123430357
LOC123430358_1	LOC123430358
LOC123426882_1	LOC123426882
LOC123426883_1	LOC123426883
LOC123426884_1	LOC123426884
LOC123426887_1	LOC123426887
LOC123426889_1	LOC123426889
LOC123426890_1	LOC123426890
LOC123430363_1	LOC123430363
LOC123430365_1	LOC123430365
LOC123430366_1	LOC123430366
LOC123426891_1	LOC123426891
LOC123426892_1	LOC123426892
LOC123426893_1	LOC123426893
LOC123426895_1	LOC123426895
LOC123426894_1	LOC123426894
LOC123426896_1	LOC123426896
LOC123426898_1	LOC123426898
LOC123430367_1	LOC123430367
LOC123426899_1	LOC123426899
LOC123426899_2	LOC123426899
LOC123426900_1	LOC123426900
LOC123426901_1	LOC123426901
LOC123430369_1	LOC123430369
LOC123430370_1	LOC123430370
LOC123426902_1	LOC123426902
LOC123430371_1	LOC123430371
LOC123426904_1	LOC123426904
LOC123426903_1	LOC123426903
LOC123426905_1	LOC123426905
LOC123426907_1	LOC123426907
LOC123426907_2	LOC123426907
LOC123426906_1	LOC123426906
LOC123426908_1	LOC123426908
LOC123426909_1	LOC123426909
LOC123426910_1	LOC123426910
LOC123426913_1	LOC123426913
LOC123426915_1	LOC123426915
LOC123426914_1	LOC123426914
LOC123426916_1	LOC123426916
LOC123426917_1	LOC123426917
LOC123426918_1	LOC123426918
LOC123426919_1	LOC123426919
LOC123430376_1	LOC123430376
LOC123430377_1	LOC123430377
LOC123426921_1	LOC123426921
LOC123426922_1	LOC123426922
LOC123426923_1	LOC123426923
LOC123430378_1	LOC123430378
LOC123430379_1	LOC123430379
LOC123430380_1	LOC123430380
LOC123430381_1	LOC123430381
LOC123426924_1	LOC123426924
LOC123426926_1	LOC123426926
LOC123426927_1	LOC123426927
LOC123426930_1	LOC123426930
LOC123426932_1	LOC123426932
LOC123430386_1	LOC123430386
LOC123430387_1	LOC123430387
LOC123426935_1	LOC123426935
LOC123426937_1	LOC123426937
LOC123426936_1	LOC123426936
LOC123426938_1	LOC123426938
LOC123426942_1	LOC123426942
LOC123430389_1	LOC123430389
LOC123426943_1	LOC123426943
LOC123426944_1	LOC123426944
LOC123426945_1	LOC123426945
LOC123430390_1	LOC123430390
LOC123426946_1	LOC123426946
LOC123426948_1	LOC123426948
LOC123426949_1	LOC123426949
LOC123426951_1	LOC123426951
LOC123426953_1	LOC123426953
LOC123430391_1	LOC123430391
LOC123426956_1	LOC123426956
LOC123426958_1	LOC123426958
LOC123426959_1	LOC123426959
LOC123430393_1	LOC123430393
LOC123426961_2	LOC123426961
LOC123426961_1	LOC123426961
LOC123426963_1	LOC123426963
LOC123426964_1	LOC123426964
LOC123426965_1	LOC123426965
LOC123426967_1	LOC123426967
LOC123430396_1	LOC123430396
LOC123430402_1	LOC123430402
LOC123430404_1	LOC123430404
LOC123426969_1	LOC123426969
LOC123426970_1	LOC123426970
LOC123426973_1	LOC123426973
LOC123426974_1	LOC123426974
LOC123426977_2	LOC123426977
LOC123426977_1	LOC123426977
LOC123426978_1	LOC123426978
LOC123426979_1	LOC123426979
LOC123430409_1	LOC123430409
LOC123430410_1	LOC123430410
LOC123426981_1	LOC123426981
LOC123426982_1	LOC123426982
LOC123426983_1	LOC123426983
LOC123426984_1	LOC123426984
LOC123426985_1	LOC123426985
LOC123426986_1	LOC123426986
LOC123430411_1	LOC123430411
LOC123426987_1	LOC123426987
LOC123426987_2	LOC123426987
LOC123426990_1	LOC123426990
LOC123426993_1	LOC123426993
LOC123426991_1	LOC123426991
LOC123426994_1	LOC123426994
LOC123426995_1	LOC123426995
LOC123426996_1	LOC123426996
LOC123430417_1	LOC123430417
LOC123430418_1	LOC123430418
LOC123430419_1	LOC123430419
LOC123426998_1	LOC123426998
LOC123426997_2	LOC123426997
LOC123426997_1	LOC123426997
LOC123427001_1	LOC123427001
LOC123430420_1	LOC123430420
LOC123427002_1	LOC123427002
LOC123427003_1	LOC123427003
LOC123427004_1	LOC123427004
LOC123428598_1	LOC123428598
LOC123430423_1	LOC123430423
LOC123427005_1	LOC123427005
LOC123427006_1	LOC123427006
LOC123427007_1	LOC123427007
LOC123427008_1	LOC123427008
LOC123427010_1	LOC123427010
LOC123427011_1	LOC123427011
LOC123427012_1	LOC123427012
LOC123427013_1	LOC123427013
LOC123427014_1	LOC123427014
LOC123427017_1	LOC123427017
LOC123427018_1	LOC123427018
LOC123427021_1	LOC123427021
LOC123430427_1	LOC123430427
LOC123430428_1	LOC123430428
LOC123430429_1	LOC123430429
LOC123427023_1	LOC123427023
LOC123427024_1	LOC123427024
LOC123427026_1	LOC123427026
LOC123427025_1	LOC123427025
LOC123430430_1	LOC123430430
LOC123427029_1	LOC123427029
LOC123430431_1	LOC123430431
LOC123427030_1	LOC123427030
LOC123427031_1	LOC123427031
LOC123427032_1	LOC123427032
LOC123430434_1	LOC123430434
LOC123427033_1	LOC123427033
LOC123430436_1	LOC123430436
LOC123430437_1	LOC123430437
LOC123427035_1	LOC123427035
LOC123427036_1	LOC123427036
LOC123427037_1	LOC123427037
LOC123427040_2	LOC123427040
LOC123427040_1	LOC123427040
LOC123430442_1	LOC123430442
LOC123430443_1	LOC123430443
LOC123430445_1	LOC123430445
LOC123427041_1	LOC123427041
LOC123427041_2	LOC123427041
LOC123427042_1	LOC123427042
LOC123427044_1	LOC123427044
LOC123427046_1	LOC123427046
LOC123427047_1	LOC123427047
LOC123427049_1	LOC123427049
LOC123427048_2	LOC123427048
LOC123427048_1	LOC123427048
LOC123427050_1	LOC123427050
LOC123427051_1	LOC123427051
LOC123427054_1	LOC123427054
LOC123427053_1	LOC123427053
LOC123427052_1	LOC123427052
LOC123427056_1	LOC123427056
LOC123427057_1	LOC123427057
LOC123430450_1	LOC123430450
LOC123427058_1	LOC123427058
LOC123427060_1	LOC123427060
LOC123427059_1	LOC123427059
LOC123427061_1	LOC123427061
LOC123427062_1	LOC123427062
LOC123430451_1	LOC123430451
LOC123427063_1	LOC123427063
LOC123427064_1	LOC123427064
LOC123427065_1	LOC123427065
LOC123427067_1	LOC123427067
LOC123427070_1	LOC123427070
LOC123427071_1	LOC123427071
LOC123430453_1	LOC123430453
LOC123430453_2	LOC123430453
LOC123427072_1	LOC123427072
LOC123427073_1	LOC123427073
LOC123427075_1	LOC123427075
LOC123427076_1	LOC123427076
LOC123427078_1	LOC123427078
LOC123427083_1	LOC123427083
LOC123427084_1	LOC123427084
LOC123427085_1	LOC123427085
LOC123427086_2	LOC123427086
LOC123427086_1	LOC123427086
LOC123427087_1	LOC123427087
LOC123427088_1	LOC123427088
LOC123427089_1	LOC123427089
LOC123427091_1	LOC123427091
LOC123427092_1	LOC123427092
LOC123427093_1	LOC123427093
LOC123427093_2	LOC123427093
LOC123427095_1	LOC123427095
LOC123427094_1	LOC123427094
LOC123430457_1	LOC123430457
LOC123427096_1	LOC123427096
LOC123427097_1	LOC123427097
LOC123427098_1	LOC123427098
LOC123427099_1	LOC123427099
LOC123427100_1	LOC123427100
LOC123427103_1	LOC123427103
LOC123427105_1	LOC123427105
LOC123427107_1	LOC123427107
LOC123430460_1	LOC123430460
LOC123430461_1	LOC123430461
LOC123430462_1	LOC123430462
LOC123427108_1	LOC123427108
LOC123427110_1	LOC123427110
LOC123427111_1	LOC123427111
LOC123430463_1	LOC123430463
LOC123430464_1	LOC123430464
LOC123430465_1	LOC123430465
LOC123430466_1	LOC123430466
LOC123430468_1	LOC123430468
LOC123427114_1	LOC123427114
LOC123427114_2	LOC123427114
LOC123427115_1	LOC123427115
LOC123427117_1	LOC123427117
LOC123427118_1	LOC123427118
LOC123430471_1	LOC123430471
LOC123427119_1	LOC123427119
LOC123430472_1	LOC123430472
LOC123427120_1	LOC123427120
LOC123427121_1	LOC123427121
LOC123430474_1	LOC123430474
LOC123427122_1	LOC123427122
LOC123430476_1	LOC123430476
LOC123427123_1	LOC123427123
LOC123427124_1	LOC123427124
LOC123427126_1	LOC123427126
LOC123427127_1	LOC123427127
LOC123427128_1	LOC123427128
LOC123430478_1	LOC123430478
LOC123427129_1	LOC123427129
LOC123427130_1	LOC123427130
LOC123430481_1	LOC123430481
LOC123430482_1	LOC123430482
LOC123427131_1	LOC123427131
LOC123427133_1	LOC123427133
LOC123427135_2	LOC123427135
LOC123427135_1	LOC123427135
LOC123427136_1	LOC123427136
LOC123427137_1	LOC123427137
LOC123427138_1	LOC123427138
LOC123427140_1	LOC123427140
LOC123427141_1	LOC123427141
LOC123427142_1	LOC123427142
LOC123427145_1	LOC123427145
LOC123427147_1	LOC123427147
LOC123427148_1	LOC123427148
LOC123427149_1	LOC123427149
LOC123427150_1	LOC123427150
LOC123427153_1	LOC123427153
LOC123427157_1	LOC123427157
LOC123427159_1	LOC123427159
LOC123430486_1	LOC123430486
LOC123427162_1	LOC123427162
LOC123428620_1	LOC123428620
LOC123427163_1	LOC123427163
LOC123427164_1	LOC123427164
LOC123427167_1	LOC123427167
LOC123427168_1	LOC123427168
LOC123427170_1	LOC123427170
LOC123427171_1	LOC123427171
LOC123427172_1	LOC123427172
LOC123427173_1	LOC123427173
LOC123427174_1	LOC123427174
LOC123427175_1	LOC123427175
LOC123427176_1	LOC123427176
LOC123427177_1	LOC123427177
LOC123427179_1	LOC123427179
LOC123427180_1	LOC123427180
LOC123430489_1	LOC123430489
LOC123427183_1	LOC123427183
LOC123427184_2	LOC123427184
LOC123427184_1	LOC123427184
LOC123427185_1	LOC123427185
LOC123427186_1	LOC123427186
LOC123430491_1	LOC123430491
LOC123430492_1	LOC123430492
LOC123427187_1	LOC123427187
LOC123427189_1	LOC123427189
LOC123427190_1	LOC123427190
LOC123427193_1	LOC123427193
LOC123427194_1	LOC123427194
LOC123427197_1	LOC123427197
LOC123430494_1	LOC123430494
LOC123427199_1	LOC123427199
LOC123427200_1	LOC123427200
LOC123427202_1	LOC123427202
LOC123427201_1	LOC123427201
LOC123430495_1	LOC123430495
LOC123430496_1	LOC123430496
LOC123427203_1	LOC123427203
LOC123427204_1	LOC123427204
LOC123427205_1	LOC123427205
LOC123427207_1	LOC123427207
LOC123427208_1	LOC123427208
LOC123427210_2	LOC123427210
LOC123427210_1	LOC123427210
LOC123427211_1	LOC123427211
LOC123427212_1	LOC123427212
LOC123427213_1	LOC123427213
LOC123427215_1	LOC123427215
LOC123427216_1	LOC123427216
LOC123427217_1	LOC123427217
LOC123430506_1	LOC123430506
LOC123427218_1	LOC123427218
LOC123427219_1	LOC123427219
LOC123430508_1	LOC123430508
LOC123430510_1	LOC123430510
LOC123430511_1	LOC123430511
LOC123427220_1	LOC123427220
LOC123430514_1	LOC123430514
LOC123430519_1	LOC123430519
LOC123430520_1	LOC123430520
LOC123427223_1	LOC123427223
LOC123430522_1	LOC123430522
LOC123427226_1	LOC123427226
LOC123428648_1	LOC123428648
LOC123427228_1	LOC123427228
LOC123427227_1	LOC123427227
LOC123430528_1	LOC123430528
LOC123427230_1	LOC123427230
LOC123427229_1	LOC123427229
LOC123427232_1	LOC123427232
LOC123427233_1	LOC123427233
LOC123427235_1	LOC123427235
LOC123427234_1	LOC123427234
LOC123427237_1	LOC123427237
LOC123427239_1	LOC123427239
LOC123430532_1	LOC123430532
LOC123430533_1	LOC123430533
LOC123430534_1	LOC123430534
LOC123430535_1	LOC123430535
LOC123427241_2	LOC123427241
LOC123427241_1	LOC123427241
LOC123427243_1	LOC123427243
LOC123430536_1	LOC123430536
LOC123427244_1	LOC123427244
LOC123427245_1	LOC123427245
LOC123427247_1	LOC123427247
LOC123427246_1	LOC123427246
LOC123427248_1	LOC123427248
LOC123430538_1	LOC123430538
LOC123430539_1	LOC123430539
LOC123427251_1	LOC123427251
LOC123427252_1	LOC123427252
LOC123427253_1	LOC123427253
LOC123427254_1	LOC123427254
LOC123427255_1	LOC123427255
LOC123430541_1	LOC123430541
LOC123427257_1	LOC123427257
LOC123427256_1	LOC123427256
LOC123427259_1	LOC123427259
LOC123427260_1	LOC123427260
LOC123430542_1	LOC123430542
LOC123427263_1	LOC123427263
LOC123427264_1	LOC123427264
LOC123427265_1	LOC123427265
LOC123427266_1	LOC123427266
LOC123427268_1	LOC123427268
LOC123427267_1	LOC123427267
LOC123427269_1	LOC123427269
LOC123427270_1	LOC123427270
LOC123430543_1	LOC123430543
LOC123430544_1	LOC123430544
LOC123427271_1	LOC123427271
LOC123427271_2	LOC123427271
LOC123430545_1	LOC123430545
LOC123427273_1	LOC123427273
LOC123427272_1	LOC123427272
LOC123427274_1	LOC123427274
LOC123427276_1	LOC123427276
LOC123427277_1	LOC123427277
LOC123427279_1	LOC123427279
LOC123430547_1	LOC123430547
LOC123427282_1	LOC123427282
LOC123427283_1	LOC123427283
LOC123427284_1	LOC123427284
LOC123427287_1	LOC123427287
LOC123430551_1	LOC123430551
LOC123430552_1	LOC123430552
LOC123430553_1	LOC123430553
LOC123427290_1	LOC123427290
LOC123427291_1	LOC123427291
LOC123430556_1	LOC123430556
LOC123430559_1	LOC123430559
LOC123427294_1	LOC123427294
LOC123427295_1	LOC123427295
LOC123427296_1	LOC123427296
LOC123430560_1	LOC123430560
LOC123427297_1	LOC123427297
LOC123427297_2	LOC123427297
LOC123427298_1	LOC123427298
LOC123427299_1	LOC123427299
LOC123427300_1	LOC123427300
LOC123427302_1	LOC123427302
LOC123427303_1	LOC123427303
LOC123427304_1	LOC123427304
LOC123427305_1	LOC123427305
LOC123430563_1	LOC123430563
LOC123427307_1	LOC123427307
LOC123427309_1	LOC123427309
LOC123427310_1	LOC123427310
LOC123427311_1	LOC123427311
LOC123427311_2	LOC123427311
LOC123430565_1	LOC123430565
LOC123427313_1	LOC123427313
LOC123427315_1	LOC123427315
LOC123427316_1	LOC123427316
LOC123430568_1	LOC123430568
LOC123427317_1	LOC123427317
LOC123427318_1	LOC123427318
LOC123427319_1	LOC123427319
LOC123427321_1	LOC123427321
LOC123427325_1	LOC123427325
LOC123427324_1	LOC123427324
LOC123427322_1	LOC123427322
LOC123427323_1	LOC123427323
LOC123427326_1	LOC123427326
LOC123427327_1	LOC123427327
LOC123427328_1	LOC123427328
LOC123427330_1	LOC123427330
LOC123427331_1	LOC123427331
LOC123430569_1	LOC123430569
LOC123427334_1	LOC123427334
LOC123427333_1	LOC123427333
LOC123427332_1	LOC123427332
LOC123427338_1	LOC123427338
LOC123427337_1	LOC123427337
LOC123430572_1	LOC123430572
LOC123430573_1	LOC123430573
LOC123427339_1	LOC123427339
LOC123430575_1	LOC123430575
LOC123427341_1	LOC123427341
LOC123427342_1	LOC123427342
LOC123430577_1	LOC123430577
LOC123430579_1	LOC123430579
LOC123427344_1	LOC123427344
LOC123427345_1	LOC123427345
LOC123427346_1	LOC123427346
LOC123427347_1	LOC123427347
LOC123427348_1	LOC123427348
LOC123427349_1	LOC123427349
LOC123427351_1	LOC123427351
LOC123427353_1	LOC123427353
LOC123427355_1	LOC123427355
LOC123427358_1	LOC123427358
LOC123427359_1	LOC123427359
LOC123430584_1	LOC123430584
LOC123427361_1	LOC123427361
LOC123427364_1	LOC123427364
LOC123427363_1	LOC123427363
LOC123427363_2	LOC123427363
LOC123427367_1	LOC123427367
LOC123427368_1	LOC123427368
LOC123430586_1	LOC123430586
LOC123427369_1	LOC123427369
LOC123427371_2	LOC123427371
LOC123427371_1	LOC123427371
LOC123427370_1	LOC123427370
LOC123430587_1	LOC123430587
LOC123430589_1	LOC123430589
LOC123427372_1	LOC123427372
LOC123427373_1	LOC123427373
LOC123430591_1	LOC123430591
LOC123427377_1	LOC123427377
LOC123427379_1	LOC123427379
LOC123430594_1	LOC123430594
LOC123427381_1	LOC123427381
LOC123427382_1	LOC123427382
LOC123427383_1	LOC123427383
LOC123430595_1	LOC123430595
LOC123427385_2	LOC123427385
LOC123427385_1	LOC123427385
LOC123427386_1	LOC123427386
LOC123430597_1	LOC123430597
LOC123430598_1	LOC123430598
LOC123427387_1	LOC123427387
LOC123427389_1	LOC123427389
LOC123427390_1	LOC123427390
LOC123427392_1	LOC123427392
LOC123427393_1	LOC123427393
LOC123427395_1	LOC123427395
LOC123427396_1	LOC123427396
LOC123427399_2	LOC123427399
LOC123427399_1	LOC123427399
LOC123427398_1	LOC123427398
LOC123427402_1	LOC123427402
LOC123427401_1	LOC123427401
LOC123430602_1	LOC123430602
LOC123427403_1	LOC123427403
LOC123427406_1	LOC123427406
LOC123427405_1	LOC123427405
LOC123427407_1	LOC123427407
LOC123427409_1	LOC123427409
LOC123427410_1	LOC123427410
LOC123430603_1	LOC123430603
LOC123427412_1	LOC123427412
LOC123427411_1	LOC123427411
LOC123430604_1	LOC123430604
LOC123430605_1	LOC123430605
LOC123427413_1	LOC123427413
LOC123427414_1	LOC123427414
LOC123427415_1	LOC123427415
LOC123430609_1	LOC123430609
LOC123430610_1	LOC123430610
LOC123427416_1	LOC123427416
LOC123427417_1	LOC123427417
LOC123427418_1	LOC123427418
LOC123430613_1	LOC123430613
LOC123430614_1	LOC123430614
LOC123428670_1	LOC123428670
LOC123430615_1	LOC123430615
LOC123430616_1	LOC123430616
LOC123427421_1	LOC123427421
LOC123430617_1	LOC123430617
LOC123427422_1	LOC123427422
LOC123430618_1	LOC123430618
LOC123430619_1	LOC123430619
LOC123427424_1	LOC123427424
LOC123427425_1	LOC123427425
LOC123427427_1	LOC123427427
LOC123430620_1	LOC123430620
LOC123427428_1	LOC123427428
LOC123427428_2	LOC123427428
LOC123427429_1	LOC123427429
LOC123430623_1	LOC123430623
LOC123430624_1	LOC123430624
LOC123430626_1	LOC123430626
LOC123430627_1	LOC123430627
LOC123427434_1	LOC123427434
LOC123430628_1	LOC123430628
LOC123427436_1	LOC123427436
LOC123427437_1	LOC123427437
LOC123427440_1	LOC123427440
LOC123427441_1	LOC123427441
LOC123427442_1	LOC123427442
LOC123427443_1	LOC123427443
LOC123427444_1	LOC123427444
LOC123427445_1	LOC123427445
LOC123427448_1	LOC123427448
LOC123427447_1	LOC123427447
LOC123430629_1	LOC123430629
LOC123427450_1	LOC123427450
LOC123430632_1	LOC123430632
LOC123430633_1	LOC123430633
LOC123427454_1	LOC123427454
LOC123427455_1	LOC123427455
LOC123430636_1	LOC123430636
LOC123430638_1	LOC123430638
LOC123427457_1	LOC123427457
LOC123427459_1	LOC123427459
LOC123427461_1	LOC123427461
LOC123427463_1	LOC123427463
LOC123427464_1	LOC123427464
LOC123427465_1	LOC123427465
LOC123427468_1	LOC123427468
LOC123430644_1	LOC123430644
LOC123427470_1	LOC123427470
LOC123427471_1	LOC123427471
LOC123427472_1	LOC123427472
LOC123427473_1	LOC123427473
LOC123427476_1	LOC123427476
LOC123427477_1	LOC123427477
LOC123427478_1	LOC123427478
LOC123430646_1	LOC123430646
LOC123430647_1	LOC123430647
LOC123427479_1	LOC123427479
LOC123427480_2	LOC123427480
LOC123427480_1	LOC123427480
LOC123427482_1	LOC123427482
LOC123430648_1	LOC123430648
LOC123427484_1	LOC123427484
LOC123430652_1	LOC123430652
LOC123427486_1	LOC123427486
LOC123427487_2	LOC123427487
