#Name	GGCCCA	TATA	Y-patch	YR
LOC123399367_1	0	0	1	1
LOC123426482_1	0	1	0	0
LOC123410323_1	0	1	1	1
LOC123411509_1	1	0	0	1
LOC123425288_1	0	0	0	1
LOC123407334_1	0	0	1	1
LOC123451923_1	0	0	1	1
LOC123412334_1	0	1	0	1
LOC123400003_1	0	1	0	1
LOC123404647_1	0	0	1	1
LOC123427461_1	0	0	0	1
LOC123443036_1	0	0	0	1
LOC123451870_1	1	0	0	1
LOC123427855_1	0	0	1	1
LOC123444694_1	1	0	0	1
LOC123442571_3	0	0	1	1
LOC123447986_1	0	0	1	1
LOC123426080_1	0	0	0	1
LOC123404332_1	0	0	0	1
LOC123405920_1	0	1	0	1
LOC123445732_1	0	0	1	1
LOC123444861_1	0	0	0	0
LOC123409958_1	0	1	0	1
LOC123440546_1	0	1	0	1
LOC123412281_1	0	0	0	1
LOC123433299_1	0	0	0	0
LOC123399421_1	0	0	1	1
LOC123403678_1	1	0	0	1
LOC123398521_1	0	1	0	1
LOC123443282_1	0	0	0	1
LOC123449562_1	0	0	1	1
LOC123444580_1	0	0	1	1
LOC123448087_1	0	0	1	1
LOC123403537_1	1	0	0	1
LOC123443191_1	0	0	0	1
LOC123449068_1	0	0	1	1
LOC123410468_1	0	0	0	1
LOC123406306_1	0	0	0	1
LOC123395410_1	0	1	0	1
LOC123428245_1	0	0	0	1
LOC123442780_1	0	0	0	1
LOC123450187_1	0	0	0	1
LOC123449829_1	0	0	1	1
LOC123444375_1	0	0	0	1
LOC123444563_1	0	0	0	0
LOC123427597_1	0	1	0	1
LOC123440402_1	0	0	0	1
LOC123395527_1	0	0	0	1
LOC123403261_1	1	0	0	1
LOC123444674_1	0	0	1	1
LOC123401866_1	0	1	0	1
LOC123445339_1	0	0	1	1
LOC123411772_1	0	0	1	1
LOC123410181_1	0	1	1	1
LOC123397649_1	0	0	1	1
LOC123429591_1	0	0	1	1
LOC123452852_1	0	1	0	1
LOC123443004_1	0	0	1	1
LOC123429449_1	0	0	0	1
LOC123448185_1	1	0	0	1
LOC123401260_1	1	1	0	1
LOC123396081_1	1	0	0	1
LOC123442752_1	1	0	1	1
LOC123447544_1	0	0	1	1
LOC123424525_1	1	1	0	1
LOC123452800_1	0	0	1	1
LOC123430465_1	0	1	0	1
LOC123412669_1	0	1	0	1
LOC123443481_1	0	0	1	1
LOC123426727_1	0	0	0	1
LOC123452590_1	1	0	0	1
LOC123447814_1	0	1	0	1
LOC123410989_1	0	0	0	1
LOC123402158_1	0	1	0	1
LOC123424650_1	0	0	1	1
LOC123412257_1	1	0	0	1
LOC123443200_1	1	0	0	1
LOC123399713_1	0	1	1	1
LOC123446290_1	0	0	1	1
LOC123407127_1	0	1	0	1
LOC123402141_1	1	0	0	1
LOC123395270_1	0	0	1	1
LOC123402954_1	1	1	1	1
LOC123450119_1	0	1	0	1
LOC123403000_1	1	0	1	1
LOC123426527_1	0	0	0	1
LOC123401967_1	0	0	1	1
LOC123407670_1	0	1	0	1
LOC123444289_1	0	1	0	1
LOC123395584_1	0	0	1	1
LOC123410333_1	0	0	1	1
LOC123449853_1	0	1	0	1
LOC123443532_1	0	0	1	1
LOC123443001_1	1	1	1	1
LOC123443063_1	0	1	0	1
LOC123424712_1	1	0	0	1
LOC123427427_1	0	0	1	1
LOC123452215_1	0	0	1	1
LOC123426637_1	0	1	0	1
LOC123410143_1	0	0	1	1
LOC123426800_1	1	0	0	1
LOC123427465_1	0	0	0	1
LOC123407577_1	1	0	0	1
LOC123402827_1	0	0	1	1
LOC123410422_1	0	0	1	1
LOC123448794_1	0	0	0	1
LOC123440141_1	0	0	0	1
LOC123427150_1	0	0	0	1
LOC123428391_1	0	0	1	1
LOC123447420_1	0	0	0	1
LOC123414214_1	0	1	0	1
LOC123411864_1	0	0	0	1
LOC123443853_1	0	1	0	1
LOC123399398_1	0	0	0	1
LOC123430689_1	0	0	0	1
LOC123411037_1	0	0	1	1
LOC123402374_1	0	1	0	1
LOC123427647_1	0	0	0	1
LOC123444240_1	0	0	0	1
LOC123427399_1	0	0	1	1
LOC123411603_1	0	0	0	1
LOC123447179_1	1	0	0	1
LOC123448303_1	1	0	0	1
LOC123395178_1	1	0	1	1
LOC123429680_1	1	0	1	1
LOC123452449_1	1	0	0	1
LOC123395455_1	0	0	1	1
LOC123425174_1	1	0	0	1
LOC123426506_1	1	0	0	1
LOC123403979_1	0	0	1	1
LOC123399373_1	0	0	1	1
LOC123448146_1	0	0	1	1
LOC123427046_1	0	0	1	1
LOC123431083_1	0	0	0	1
LOC123445166_1	0	0	0	1
LOC123401738_1	1	0	0	1
LOC123398019_2	0	0	0	1
LOC123427820_1	1	0	1	1
LOC123444836_1	1	0	0	1
LOC123452124_1	0	0	0	1
LOC123398266_1	0	0	1	1
LOC123445369_1	0	1	1	1
LOC123424498_2	0	0	0	0
LOC123442636_1	0	0	0	0
LOC123408292_1	0	0	0	1
LOC123452487_1	0	0	0	1
LOC123397940_1	0	0	1	1
LOC123396032_1	0	1	0	1
LOC123439690_1	0	0	0	1
LOC123427847_1	1	0	1	1
LOC123427311_2	0	1	0	1
LOC123411170_1	0	1	1	1
LOC123395181_1	1	0	1	1
LOC123443103_1	0	1	0	1
LOC123427202_1	0	0	0	1
LOC123448951_1	0	1	1	1
LOC123398507_1	0	0	1	1
LOC123426902_1	0	1	0	1
LOC123451776_1	0	0	1	1
LOC123451847_1	0	0	0	1
LOC123442808_1	0	0	1	1
LOC123444238_1	0	0	0	1
LOC123397675_2	0	1	0	1
LOC123405273_1	0	1	0	1
LOC123426742_1	1	0	1	1
LOC123398718_1	0	0	0	1
LOC123427283_1	0	1	0	1
LOC123452656_1	0	0	0	1
LOC123411055_1	0	0	0	1
LOC123399411_1	0	1	0	1
LOC123402092_1	0	1	1	1
LOC123407125_1	0	1	0	1
LOC123402290_1	0	0	0	1
LOC123452340_1	0	0	1	1
LOC123409692_1	0	0	0	1
LOC123413024_1	0	1	1	1
LOC123440909_1	0	1	0	1
LOC123410854_1	0	0	1	1
LOC123426229_1	0	0	1	1
LOC123395858_1	0	1	0	1
LOC123425027_1	0	0	1	1
LOC123399178_1	0	0	0	1
LOC123444392_1	0	0	0	1
LOC123411366_1	0	0	0	1
LOC123411301_1	1	0	1	1
LOC123442626_1	1	0	0	1
LOC123448086_1	0	0	0	1
LOC123407668_1	0	1	1	1
LOC123424576_1	0	1	1	1
LOC123410479_1	0	1	0	1
LOC123443387_1	0	1	0	1
LOC123403190_1	0	0	0	1
LOC123407206_1	0	0	1	1
LOC123405978_1	0	0	1	1
LOC123411047_1	0	0	0	1
LOC123450205_1	0	0	1	1
LOC123401563_1	0	0	0	1
LOC123408565_1	0	0	1	1
LOC123449384_1	0	1	0	1
LOC123427985_1	0	0	0	1
LOC123426401_1	0	0	0	1
LOC123412951_1	0	1	1	1
LOC123410018_1	0	1	1	1
LOC123412004_1	0	0	0	1
LOC123430116_1	0	1	0	1
LOC123426926_1	0	0	1	1
LOC123406222_1	0	0	1	1
LOC123426712_1	1	0	0	1
LOC123401405_1	1	0	0	0
LOC123448960_1	0	0	1	1
LOC123445324_1	1	0	0	1
LOC123443414_1	0	0	0	1
LOC123425616_1	1	0	1	1
LOC123407264_1	0	0	0	1
LOC123395649_1	0	0	1	1
LOC123429244_1	0	1	1	1
LOC123443826_1	0	0	1	1
LOC123411228_1	0	0	1	1
LOC123412764_1	0	0	0	1
LOC123443333_1	0	0	0	1
LOC123406156_1	0	1	0	1
LOC123400057_1	0	0	0	1
LOC123448425_1	0	0	1	1
LOC123452554_1	0	0	1	1
LOC123404675_1	0	1	1	1
LOC123428425_1	1	0	0	1
LOC123433209_1	0	0	0	1
LOC123452739_1	0	0	0	1
LOC123402133_1	0	0	0	1
LOC123405708_1	1	0	0	1
LOC123413099_1	0	0	1	1
LOC123409081_1	0	0	0	1
LOC123426362_1	0	0	1	1
LOC123402087_1	0	0	1	1
LOC123439346_1	0	0	1	1
LOC123427361_1	1	0	0	1
LOC123443554_1	0	0	0	1
LOC123442468_1	0	1	0	0
LOC123452578_1	0	1	1	1
LOC123401824_1	0	1	0	1
LOC123431370_1	0	0	0	1
LOC123408081_1	0	1	0	1
LOC123447927_1	0	0	0	1
LOC123395344_1	0	1	0	0
LOC123451922_1	0	1	0	0
LOC123425502_1	0	0	0	1
LOC123410366_1	0	0	1	1
LOC123443447_1	0	0	1	1
LOC123398326_1	0	0	0	1
LOC123401817_1	0	1	1	1
LOC123452186_1	0	0	0	1
LOC123440429_1	0	0	1	1
LOC123446852_1	0	1	0	1
LOC123426213_1	0	1	0	1
LOC123451110_1	0	1	0	1
LOC123412231_1	0	0	0	1
LOC123427902_1	1	0	0	1
LOC123410330_1	0	1	0	1
LOC123426281_1	0	0	1	1
LOC123452351_1	0	1	1	1
LOC123443263_1	0	0	0	1
LOC123401440_1	0	0	0	1
LOC123399361_1	0	1	0	1
LOC123427954_1	0	0	1	1
LOC123448452_1	1	0	0	1
LOC123427589_1	0	0	0	1
LOC123444098_1	0	0	0	1
LOC123395028_1	1	0	0	1
LOC123439936_1	1	0	1	1
LOC123449755_1	0	0	0	1
LOC123395167_1	0	0	0	1
LOC123398613_1	1	0	0	1
LOC123429298_1	0	1	0	1
LOC123444027_2	0	1	0	1
LOC123424618_1	1	1	0	1
LOC123407780_1	0	0	0	1
LOC123420138_1	0	1	0	1
LOC123446951_1	1	0	0	1
LOC123425000_1	0	0	0	1
LOC123447717_1	1	0	0	1
LOC123445683_2	0	1	0	1
LOC123453072_1	0	0	0	1
LOC123448048_1	0	0	1	1
LOC123430872_1	0	0	1	1
LOC123429282_1	0	1	1	1
LOC123402276_1	0	0	0	1
LOC123395550_1	1	0	1	1
LOC123396043_2	0	0	1	1
LOC123449605_1	0	0	1	1
LOC123426735_1	1	0	1	1
LOC123395202_1	0	0	0	1
LOC123431478_1	0	0	0	1
LOC123426977_2	0	0	0	1
LOC123444955_1	0	0	0	1
LOC123448822_1	1	0	1	1
LOC123444627_1	0	0	1	1
LOC123410887_1	0	1	1	1
LOC123402552_1	0	0	1	1
LOC123425172_1	0	0	1	1
LOC123395558_1	0	1	0	1
LOC123403606_1	1	0	0	1
LOC123452945_1	0	0	1	1
LOC123403769_1	1	0	0	1
LOC123424595_1	1	0	0	1
LOC123452090_1	0	0	0	1
LOC123446801_1	0	0	0	1
LOC123413672_1	1	0	1	1
LOC123407678_1	0	0	1	1
LOC123412286_1	1	0	1	1
LOC123430801_1	0	0	0	1
LOC123448145_1	0	0	0	1
LOC123430370_1	0	1	0	1
LOC123444507_1	1	1	0	0
LOC123444041_1	0	0	0	1
LOC123427315_1	0	0	0	1
LOC123401153_1	1	0	0	1
LOC123445479_1	0	1	0	1
LOC123394977_1	0	0	1	1
LOC123412320_1	0	1	0	1
LOC123402574_1	0	0	0	1
LOC123444960_1	1	0	1	1
LOC123425689_1	0	0	1	1
LOC123409872_1	0	1	0	1
LOC123450055_2	0	0	0	1
LOC123428296_1	0	0	0	0
LOC123411253_1	0	0	0	1
LOC123411138_1	1	0	0	1
LOC123404333_1	0	0	0	1
LOC123447234_1	0	0	0	1
LOC123449184_1	0	1	1	1
LOC123448182_1	0	0	1	1
LOC123448727_1	0	0	0	0
LOC123428570_1	1	0	1	1
LOC123428532_1	0	0	1	1
LOC123424835_1	0	0	1	1
LOC123404544_1	0	1	0	1
LOC123425034_1	1	0	0	1
LOC123452931_1	0	1	0	1
LOC123400975_1	0	1	0	1
LOC123402029_1	0	0	1	1
LOC123447126_1	0	0	0	1
LOC123443284_1	0	0	1	1
LOC123424603_1	1	1	0	1
LOC123441226_1	0	1	0	1
LOC123426842_1	1	0	1	1
LOC123426575_1	0	1	0	1
LOC123426306_1	0	0	0	1
LOC123444343_1	0	0	0	1
LOC123426773_1	0	0	0	1
LOC123403819_1	0	0	1	1
LOC123406255_1	0	0	1	1
LOC123447456_1	0	0	1	1
LOC123449647_1	0	0	0	1
LOC123413065_1	0	0	0	1
LOC123427735_1	0	0	0	1
LOC123425678_1	0	0	0	1
LOC123444734_1	0	0	1	1
LOC123411106_1	1	0	0	1
LOC123448713_1	0	1	0	1
LOC123407099_1	0	0	0	1
LOC123395708_1	0	1	0	1
LOC123424401_1	1	0	0	1
LOC123426626_1	0	0	1	1
LOC123407917_1	0	0	1	1
LOC123444823_1	0	0	0	1
LOC123439945_1	0	0	0	1
LOC123452846_1	0	0	1	1
LOC123403936_1	0	0	0	1
LOC123442173_1	0	0	1	1
LOC123452807_1	0	0	0	1
LOC123429429_1	0	0	1	1
LOC123427353_1	0	0	0	1
LOC123425602_1	0	1	0	1
LOC123413645_1	0	1	1	1
LOC123407269_1	0	0	0	1
LOC123445144_1	0	0	0	1
LOC123442982_1	0	1	0	1
LOC123411522_2	0	0	0	1
LOC123445708_1	0	1	0	1
LOC123449538_1	0	1	0	1
LOC123430919_1	0	0	1	1
LOC123445010_1	0	0	0	1
LOC123398056_1	0	0	0	1
LOC123410112_1	0	1	0	1
LOC123425874_1	0	0	0	1
LOC123395518_2	0	0	0	1
LOC123429705_1	0	0	0	1
LOC123452221_1	1	0	0	1
LOC123413110_2	0	0	0	1
LOC123396530_1	0	0	0	0
LOC123427210_2	0	0	0	1
LOC123447669_1	0	0	0	1
LOC123401393_1	0	0	0	1
LOC123441644_1	0	0	0	1
LOC123452622_1	0	0	0	1
LOC123449183_1	0	0	1	1
LOC123431448_1	0	0	1	1
LOC123445182_1	0	0	1	1
LOC123431037_1	0	0	1	1
LOC123401658_1	0	1	0	1
LOC123409353_1	0	0	0	1
LOC123430356_1	0	0	0	1
LOC123447010_1	0	1	0	1
LOC123398528_1	0	0	0	1
LOC123453140_1	0	0	0	1
LOC123448450_1	0	1	0	1
LOC123407773_1	0	0	0	1
LOC123406937_1	0	1	0	1
LOC123439618_1	0	1	1	1
LOC123451226_1	0	0	0	1
LOC123448779_1	1	1	0	1
LOC123442964_1	0	0	1	1
LOC123451824_1	0	1	0	1
LOC123409787_1	0	0	0	1
LOC123404004_1	0	0	1	1
LOC123442348_1	1	0	0	0
LOC123443647_1	0	0	0	1
LOC123447380_1	0	1	0	1
LOC123410245_1	0	0	1	1
LOC123448992_1	1	1	1	1
LOC123409906_1	0	0	0	1
LOC123395137_1	1	0	0	1
LOC123399240_1	0	1	0	1
LOC123412897_1	0	0	0	1
LOC123442681_1	0	1	0	1
LOC123443522_1	0	0	1	1
LOC123406066_1	0	1	0	1
LOC123449875_1	0	0	1	1
LOC123408293_1	0	0	0	1
LOC123452535_1	0	1	0	1
LOC123447930_1	0	0	0	1
LOC123428013_1	0	0	1	1
LOC123444918_1	0	1	0	1
LOC123452296_1	1	0	0	1
LOC123444881_1	0	1	0	1
LOC123411729_1	0	1	1	1
LOC123407026_1	0	0	0	1
LOC123445074_1	1	0	0	1
LOC123404681_1	0	1	1	1
LOC123427888_1	0	0	0	1
LOC123452130_1	1	0	0	1
LOC123424591_1	0	0	1	1
LOC123448795_1	1	0	1	1
LOC123425651_1	0	0	0	1
LOC123405986_1	1	1	0	0
LOC123412396_1	0	0	0	1
LOC123425532_1	0	0	0	1
LOC123430252_1	0	0	0	1
LOC123426756_1	0	0	0	1
LOC123401265_1	0	0	1	1
LOC123446545_1	0	0	0	1
LOC123409306_1	0	1	0	1
LOC123444307_1	0	0	1	1
LOC123448958_3	0	0	1	1
LOC123401437_1	1	0	0	1
LOC123427242_2	0	1	0	1
LOC123443104_1	0	0	1	1
LOC123396003_1	0	0	0	1
LOC123403830_1	0	1	0	1
LOC123408454_1	0	1	0	1
LOC123440013_1	0	0	1	1
LOC123407392_1	0	1	0	1
LOC123447948_1	0	0	0	1
LOC123407542_1	0	0	0	1
LOC123403333_1	0	0	0	1
LOC123439470_1	0	0	0	1
LOC123403479_1	0	1	1	1
LOC123448775_1	0	0	1	1
LOC123449093_1	0	0	1	1
LOC123443670_1	0	0	0	1
LOC123404663_1	1	1	0	1
LOC123412713_1	0	0	1	1
LOC123443067_1	0	1	0	1
LOC123431509_1	0	0	0	1
LOC123428059_1	0	0	0	1
LOC123443917_1	0	0	1	1
LOC123398258_1	0	1	0	1
LOC123399244_2	0	0	1	1
LOC123408686_1	0	0	0	1
LOC123402463_1	0	1	0	1
LOC123413013_1	0	0	0	1
LOC123440920_1	0	0	0	1
LOC123446563_1	0	0	0	1
LOC123408424_1	0	0	0	1
LOC123429673_1	0	1	1	1
LOC123426949_1	0	1	0	1
LOC123445554_1	1	0	0	1
LOC123452573_1	1	0	0	1
LOC123426826_1	0	0	0	1
LOC123444386_1	0	0	0	1
LOC123448556_1	0	0	0	1
LOC123425843_1	0	0	0	1
LOC123445374_1	0	0	0	1
LOC123445746_1	0	1	0	1
LOC123395679_1	0	0	0	1
LOC123426776_1	0	0	1	1
LOC123430669_1	1	1	1	1
LOC123448269_1	0	0	1	1
LOC123425312_1	1	0	0	1
LOC123444620_1	0	0	1	1
LOC123430406_1	1	0	0	1
LOC123425898_1	0	0	0	1
LOC123401912_1	0	0	0	1
LOC123441268_1	0	0	0	1
LOC123430733_1	0	0	1	1
LOC123426300_1	0	0	1	1
LOC123404272_1	0	0	0	1
LOC123447484_1	0	1	0	1
LOC123402406_1	1	1	0	1
LOC123448037_1	1	1	0	1
LOC123401276_1	0	0	1	1
LOC123409082_1	1	0	1	1
LOC123395586_1	0	1	0	1
LOC123395560_1	1	0	1	1
LOC123448523_1	0	0	0	1
LOC123400208_1	0	0	1	1
LOC123449710_1	0	0	1	1
LOC123395017_1	0	0	0	1
LOC123451032_1	0	0	1	1
LOC123447396_1	0	0	1	1
LOC123409739_1	0	0	0	1
LOC123430534_1	0	0	1	1
LOC123440516_1	1	0	0	1
LOC123449346_1	0	1	0	1
LOC123410211_1	0	0	0	1
LOC123427219_1	0	0	1	1
LOC123427878_1	0	0	1	1
LOC123439964_1	0	1	0	1
LOC123413504_1	0	0	1	1
LOC123408872_1	0	1	0	1
LOC123396010_1	0	1	0	1
LOC123408699_1	0	0	1	1
LOC123444795_1	1	0	1	1
LOC123448464_1	0	0	0	1
LOC123447055_1	1	0	1	1
LOC123397404_1	0	1	0	1
LOC123448546_1	1	0	0	1
LOC123407932_1	1	0	0	1
LOC123407645_2	0	1	1	1
LOC123449301_1	1	0	0	1
LOC123434168_2	0	1	0	1
LOC123408584_1	0	0	0	1
LOC123427030_1	0	0	0	1
LOC123407927_1	0	1	1	1
LOC123427744_1	0	0	1	1
LOC123407002_1	0	1	0	1
LOC123452314_1	0	0	0	1
LOC123399072_1	0	0	1	1
LOC123443323_1	0	1	0	1
LOC123407368_1	0	0	0	1
LOC123430602_1	0	0	0	1
LOC123406045_2	0	0	0	1
LOC123407356_1	0	0	0	0
LOC123445643_1	0	1	0	1
LOC123407377_1	0	0	0	1
LOC123446554_1	0	1	0	1
LOC123448771_2	0	0	0	1
LOC123449603_1	0	0	1	1
LOC123449547_1	1	0	0	1
LOC123451972_1	0	0	0	1
LOC123410107_1	1	0	0	1
LOC123444942_2	0	0	1	1
LOC123441015_1	0	0	0	1
LOC123446519_1	0	0	0	1
LOC123444740_1	0	0	0	1
LOC123395787_1	0	1	0	1
LOC123452342_1	0	1	0	1
LOC123424534_1	1	0	1	1
LOC123409843_1	0	0	0	1
LOC123443074_1	0	0	1	1
LOC123427051_1	0	0	1	1
LOC123429734_1	0	1	0	1
LOC123448162_1	0	0	1	1
LOC123429424_1	0	1	0	0
LOC123408893_1	0	0	0	1
LOC123420258_1	0	0	0	1
LOC123430868_1	0	1	1	1
LOC123416393_1	0	0	0	1
LOC123441032_1	0	1	1	1
LOC123452115_1	0	0	1	1
LOC123448824_1	0	0	0	1
LOC123413604_1	0	1	0	1
LOC123429146_1	0	1	1	1
LOC123444326_1	0	0	0	1
LOC123449258_1	0	0	0	1
LOC123398356_1	0	1	0	1
LOC123397475_1	0	0	0	1
LOC123447696_1	1	0	0	1
LOC123445753_1	0	1	0	1
LOC123443903_1	0	1	0	1
LOC123401423_1	0	0	1	1
LOC123445595_2	0	0	1	1
LOC123401030_1	0	0	0	0
LOC123412363_1	0	1	0	1
LOC123404511_1	0	0	0	1
LOC123431126_1	1	0	0	1
LOC123432154_1	0	1	1	1
LOC123411015_1	0	0	0	1
LOC123396115_1	0	0	0	1
LOC123395833_1	1	0	1	1
LOC123443270_1	0	1	0	1
LOC123448013_1	1	0	0	1
LOC123452789_1	1	0	0	1
LOC123443600_1	0	0	0	1
LOC123449695_1	0	0	0	1
LOC123430621_1	0	0	0	1
LOC123411498_1	0	0	1	1
LOC123407729_1	1	0	0	1
LOC123413558_1	0	0	1	1
LOC123420586_1	0	0	1	1
LOC123446734_1	0	1	0	1
LOC123429275_1	0	0	0	1
LOC123425833_1	0	0	1	1
LOC123425757_1	0	0	1	1
LOC123404450_1	0	1	0	1
LOC123406290_1	1	1	0	0
LOC123412899_1	0	0	0	1
LOC123425278_1	0	0	0	0
LOC123440353_1	0	0	0	1
LOC123401190_1	0	0	0	0
LOC123444205_1	0	0	1	1
LOC123429640_1	0	1	1	1
LOC123407744_1	0	0	0	1
LOC123424815_1	0	1	0	1
LOC123407144_1	0	0	0	1
LOC123444965_1	0	0	1	1
LOC123424392_1	0	0	0	1
LOC123401863_1	0	0	1	1
LOC123442978_1	0	0	0	1
LOC123448996_1	0	0	0	1
LOC123436178_1	1	0	1	1
LOC123428539_1	0	0	0	0
LOC123428692_1	0	1	1	1
LOC123449020_1	0	0	0	1
LOC123401777_1	0	0	1	1
LOC123423347_1	0	0	0	1
LOC123449164_1	0	0	1	1
LOC123444617_1	0	0	0	1
LOC123398610_1	0	0	1	1
LOC123431056_1	0	0	1	1
LOC123446729_1	0	0	0	1
LOC123407291_1	0	0	0	1
LOC123413282_1	0	1	0	1
LOC123410192_1	1	1	0	1
LOC123402619_1	0	0	0	1
LOC123453036_1	0	0	0	1
LOC123443231_1	0	1	0	1
LOC123395536_1	0	0	0	1
LOC123426335_1	1	0	0	1
LOC123395097_1	0	0	1	1
LOC123450089_1	0	1	0	1
LOC123425141_1	0	0	1	1
LOC123395557_1	1	0	0	0
LOC123400158_1	1	0	0	1
LOC123447578_1	1	1	0	1
LOC123426748_1	0	0	0	1
LOC123443097_1	0	0	1	1
LOC123448257_1	0	0	0	1
LOC123410834_1	0	0	0	1
LOC123402736_1	0	0	0	1
LOC123395672_1	1	0	0	0
LOC123450584_1	0	0	0	1
LOC123425069_1	1	0	0	1
LOC123403105_1	1	1	1	1
LOC123427110_1	0	0	0	1
LOC123402022_1	0	0	0	1
LOC123444877_1	0	0	1	1
LOC123397882_1	0	0	0	1
LOC123445030_1	0	0	0	1
LOC123429028_1	0	1	0	1
LOC123399351_1	0	1	0	1
LOC123441704_1	0	0	0	1
LOC123408184_1	0	0	0	0
LOC123426388_1	0	0	0	1
LOC123404576_1	0	0	1	1
LOC123428541_1	1	0	0	1
LOC123440037_1	0	0	0	1
LOC123405489_1	0	0	1	1
LOC123452005_1	0	0	0	1
LOC123437850_1	1	0	1	1
LOC123442713_1	0	1	0	1
LOC123425908_1	0	0	0	1
LOC123448064_1	0	1	0	1
LOC123451882_1	0	1	0	1
LOC123430822_1	0	0	0	1
LOC123426127_1	0	0	0	1
LOC123445004_1	0	1	0	1
LOC123446289_1	0	1	0	1
LOC123451821_1	0	1	0	1
LOC123406348_1	0	0	0	0
LOC123444612_1	0	1	1	1
LOC123452154_1	1	0	0	1
LOC123449386_3	0	0	1	1
LOC123410693_1	0	0	0	0
LOC123425252_1	0	0	0	1
LOC123447355_1	1	0	1	1
LOC123444959_1	0	0	1	1
LOC123404014_1	1	0	1	1
LOC123441976_1	0	0	1	1
LOC123452834_1	0	0	1	1
LOC123424732_1	0	1	0	1
LOC123401451_1	0	0	0	1
LOC123444095_1	0	1	0	1
LOC123399005_1	0	0	0	0
LOC123451202_1	0	1	0	1
LOC123423399_1	0	1	0	1
LOC123453041_3	0	0	1	1
LOC123399772_1	0	1	0	1
LOC123409966_1	0	0	0	1
LOC123402140_1	0	0	1	1
LOC123407013_1	1	0	0	0
LOC123394962_1	1	0	1	1
LOC123439592_1	0	0	1	1
LOC123443986_1	0	0	0	1
LOC123452332_2	0	1	1	1
LOC123452652_1	0	1	1	1
LOC123411766_1	0	0	0	1
LOC123442422_1	0	0	0	1
LOC123447424_1	1	0	1	1
LOC123397885_1	0	1	0	1
LOC123395192_1	0	0	0	1
LOC123448781_1	0	1	0	1
LOC123427547_1	0	0	0	1
LOC123418768_1	0	1	1	1
LOC123399012_1	0	1	0	1
LOC123411604_1	1	0	1	1
LOC123427190_1	0	0	0	1
LOC123412912_1	0	0	0	1
LOC123449266_2	0	0	1	1
LOC123426357_1	0	1	0	1
LOC123442787_1	0	0	0	1
LOC123442753_1	0	0	0	1
LOC123412274_1	0	1	0	1
LOC123407190_1	0	0	0	1
LOC123453123_1	0	1	0	1
LOC123418229_1	0	1	0	1
LOC123426722_1	0	0	0	1
LOC123450133_1	0	1	0	1
LOC123406344_1	1	0	0	1
LOC123445352_1	0	0	1	1
LOC123433837_1	0	0	0	1
LOC123440206_1	0	0	0	1
LOC123448378_1	1	0	0	1
LOC123403038_1	0	1	1	1
LOC123449146_1	0	0	0	1
LOC123444505_1	0	0	1	1
LOC123410777_1	1	0	0	1
LOC123404282_1	0	1	0	1
LOC123445184_1	0	0	0	0
LOC123448449_1	0	0	0	0
LOC123399529_1	0	1	0	1
LOC123394913_1	0	0	0	1
LOC123406086_1	0	0	0	1
LOC123426992_2	0	0	1	1
LOC123445564_1	0	0	0	1
LOC123439665_1	0	0	0	1
LOC123443321_1	0	0	0	1
LOC123401374_1	0	0	1	1
LOC123443344_1	0	0	1	1
LOC123398070_1	0	0	1	1
LOC123452150_1	0	0	1	1
LOC123443130_1	0	0	1	1
LOC123397928_1	1	0	0	0
LOC123442575_1	0	0	0	1
LOC123451266_1	0	1	1	1
LOC123443476_1	0	0	1	1
LOC123430671_1	0	0	0	1
LOC123428197_1	1	0	0	1
LOC123410469_1	0	0	0	1
LOC123395039_1	0	0	0	1
LOC123448018_1	0	0	0	1
LOC123438427_1	0	0	0	1
LOC123434607_1	0	1	0	1
LOC123426687_1	0	0	1	1
LOC123442725_1	0	0	0	1
LOC123448491_1	1	0	1	1
LOC123443009_2	0	1	0	1
LOC123452404_1	0	0	0	1
LOC123395667_1	0	0	0	1
LOC123425797_1	0	0	1	1
LOC123448870_1	0	0	0	1
LOC123397492_1	0	0	0	1
LOC123431222_1	0	0	0	1
LOC123402996_1	0	0	0	1
LOC123445013_1	0	0	1	1
LOC123443452_1	0	1	0	1
LOC123402381_1	0	0	0	0
LOC123429583_1	0	0	0	1
LOC123445739_1	0	1	0	1
LOC123442945_1	1	0	1	1
LOC123427329_1	1	0	0	1
LOC123447177_1	0	1	0	1
LOC123444957_1	1	0	0	1
LOC123399416_1	0	0	0	1
LOC123453145_1	1	0	0	1
LOC123428198_1	0	0	1	1
LOC123439394_1	0	1	1	1
LOC123409845_1	0	1	0	1
LOC123425513_1	0	0	0	1
LOC123444000_1	0	0	0	1
LOC123399471_1	0	0	0	1
LOC123424713_1	1	0	1	1
LOC123427309_1	0	0	1	1
LOC123427928_1	0	0	0	1
LOC123446681_1	0	1	0	1
LOC123453041_1	0	0	1	1
LOC123404716_2	0	0	1	1
LOC123413414_1	0	0	1	1
LOC123440068_1	0	0	0	1
LOC123443003_1	0	0	0	1
LOC123444396_1	0	0	0	1
LOC123434119_1	0	0	1	1
LOC123411436_1	0	0	0	1
LOC123427950_2	0	0	0	1
LOC123443521_1	0	1	0	1
LOC123412809_1	0	0	0	1
LOC123439356_1	0	0	0	1
LOC123408052_1	0	0	1	1
LOC123431407_1	0	0	0	1
LOC123451839_1	0	0	1	1
LOC123395873_1	0	0	0	1
LOC123395978_1	0	1	0	1
